SMILES,des_cv,pred_cv,jobacks
CC(CC#N)C1NC1N,35.141999999999996,32.68051147460937,38.71557313443982
CC1C(C#N)C2CC12,35.141999999999996,32.34032440185547,31.298585234116434
CC(CC#N)C1NC1=N,35.141999999999996,33.51440048217773,34.577074364690745
CC1CC(N)C12CC2N,35.141999999999996,31.734405517578125,39.7957475462109
CC1(CC#N)C2NC21C,35.141999999999996,32.08383560180664,34.89975049743382
CC1C(C#N)C2NC12C,35.141999999999996,33.084728240966804,34.89302596628446
CC1CC(=N)C2CC12,35.141999999999996,33.22532272338867,31.12272129611101
CC(CC#N)C1=CC1N,35.141999999999996,32.701202392578125,38.0996427092336
CC1(C2CC2N)CC1N,35.141999999999996,32.13405990600586,39.7957475462109
CC(CC#N)C1CC1C,35.141999999999996,32.126659393310554,40.3825975350064
CC1(CC#N)C2CC21C,35.141999999999996,32.2108154296875,36.203306071808505
CN1CC1NN1C#CC1N,35.141999999999996,32.066246032714844,39.82303812894829
CC1CC1NN1C2CC21,35.141999999999996,32.13248825073242,35.94544121994898
CC1CC(N)CN2CC12,35.141999999999996,31.688499450683594,38.850201773957345
N#CCC(O)C1NCC1N,35.141999999999996,32.29735565185547,40.70612521926967
CC1CC2NNC23CC13,35.141999999999996,32.73857879638672,33.19045562079847
NC1CC(O)C12CC2N,35.141999999999996,32.695186614990234,37.42592719160624
CC1(C#N)CCNC1=N,35.141999999999996,32.125011444091804,31.831126666943806
CC1CC2=NCN2CC1N,35.141999999999996,32.67034912109375,40.444113308369495
CN(CC#N)C1NC1=N,35.141999999999996,32.16448211669922,33.27626286498604
CC1CCNC(=N)C(N)C1,35.141999999999996,32.05603408813477,41.25903513723707
CN(CC#N)C1NC1N,35.141999999999996,32.432754516601555,37.41476163473512
CN1CC1(N)C#CC#N,35.141999999999996,31.70447158813477,34.07128094400065
CC1CC(N)C1=CC#N,35.141999999999996,33.92779922485352,36.765054786783445
C#CC1C2CN2N1C,35.141999999999996,32.61075592041016,31.99705824473786
CC1(CC#N)C2CC1C2,35.141999999999996,32.803878784179695,35.66568220470032
CC(CC#N)CC#CC=N,35.141999999999996,31.69547271728516,40.753915427870574
