SMILES,des_cv,pred_cv,jobacks
CC(O)C(C)CCF,42.313,38.58894348144531,39.21240986208273
CC(=O)OCCCOO,42.313,41.95649719238281,39.27903223106857
CC(=O)CCCCOO,42.313,41.85888671875,41.03859517065641
CC(CO)COC(C)CO,42.313,39.20179748535156,49.40654740537549
CCCC(O)OC(C)C,43.70399999999999,40.50078582763672,46.30436959028119
NCc1oc(CF)cc1F,32.736,29.687335968017575,37.07834241758379
CCC(OO)C(C)=O,32.736,33.41576385498047,35.51529137501927
CCC(O)OOOO,32.736,30.384143829345703,34.7743030123638
NC1=CC=NC=NC(N)=N1,32.736,29.84569358825684,35.01023526459719
CC1=CN=CCC(=N)N1,32.736,30.25847816467285,31.01892933522174
CCc1nnc(C=O)nn1,32.736,29.846620559692386,34.517208736814446
NCc1ncc(F)cc1F,32.736,30.16317749023437,34.591274337082034
CC(O)C1=NC(N)O1,32.736,31.23927497863769,32.431204164692836
CC(=O)C(C=O)CF,32.736,33.36256790161133,31.834693218343393
OC1C=NC=CN=NN=CC1,32.736,29.594318389892575,35.408764594253704
CCC1=NOC(=N)OCC1,32.736,29.99807167053223,37.01720175135997
NC1=CN=NN=CC(O)N=N1,32.736,29.89982414245605,35.755576146789814
CC1=CN=NN(C=O)N=N1,32.736,31.72433853149414,32.71946205726653
N=c1occ(CCCO)o1,32.736,29.58175277709961,37.71760776272564
OCC1=NN=CC=CO1,32.736,30.014543533325195,29.936792919274072
N=c1[nH]cc(O)cc1N,32.736,31.306840896606445,31.423348322458548
Nc1cnc(CCO)cn1,32.736,29.475601196289066,37.90832631968185
N=C1C=C(CCOO)N=N1,32.736,30.42072868347168,34.931162440002126
Oc1cnccnnnnc1,32.736,32.246780395507805,33.37578166765379
C=CC(C)(C)C=O,32.736,34.46430206298828,32.67782569843947
CC1=CN=NN=C(O)C=C1,32.736,30.28470039367676,33.367352562376304
CCC1=COC(=N)OCO1,32.736,29.66499900817871,36.558427884070184
OC1CCN=NN=CC=NC1,32.736,30.52702331542969,37.24298081178079
Cc1nnc(O)c(O)n1,32.736,32.142120361328125,31.495587226878566
NC1=NOC=C(CCO)O1,32.736,29.94936943054199,37.97801989718792
CN1C=NN=C(C=O)CN1,32.736,30.571460723876953,34.94407251130188
NNc1ncc(F)cn1,32.736,30.369670867919922,30.019148358670986
CCC1=NN=CC=CO1,32.736,29.592514038085934,32.306613273878746
OC1C=NC=CC=NN=CC1,32.736,30.73583221435547,36.255739499695174
CC1=COC(=N)OCCC1,31.392,28.378746032714844,36.75255092653699
CNC1=CC(N)=CC1=N,31.392,31.153076171875,34.17761025563878
Nc1cncc(CC=O)n1,31.392,29.52747917175293,35.84768972150549
NC(=O)C(C=O)CF,31.392,30.07591819763184,31.47122439215152
N=c1onc(CCCO)o1,31.392,29.55477905273437,36.87063285728417
Oc1cnccccnnc1,31.392,29.2980899810791,35.069731478536724
CCC1=NN=NC=CO1,31.392,29.54700469970703,31.459638368437286
NC1=CN=NN(C=O)CO1,31.392,28.33210754394531,34.57841048675343
CC(C=CC=O)CO,31.392,30.0584716796875,34.8784464078228
O=CC1=CC=CC=CN=N1,31.392,28.585493087768555,31.70806131573639
O=CC1=NN=CC=COC1,31.392,29.94504737854004,32.23652876053223
OCc1cnccconc1,31.392,28.95669364929199,36.82332158061601
CC(=O)C(C)C=CF,31.392,31.56744384765625,32.820599645431855
N=c1ncc(CO)cnn1,31.392,28.498218536376953,31.896496696280664
CCC1=C(F)C(N)=N1,31.392,28.507139205932614,31.19448407401557
Cn1cc[nH]c(O)n[nH]1,31.392,30.33557510375977,31.80960824926852
NNC1=NCN(C=O)N=N1,31.392,29.19542694091797,34.851548336666546
NC1=CC=NC(C=O)N=N1,31.392,30.05830383300781,33.9743588678534
OC1C=CN=NN=CNNC1,31.392,28.825929641723636,35.48284456847291
NC1=COC=C(CC=O)O1,31.392,29.80988311767578,36.76435820445302
OC1C=NN=NC=CNN=C1,31.392,29.069345474243164,34.10520901987904
CCC1=CCOC(=N)N=C1,31.392,29.07002830505371,36.48873430656411
CNc1nnc(F)cc1F,31.392,28.57880210876465,32.810506510191374
[CH]C1CC(C)CN1C,31.392,32.49152374267578,31.21295986958035
Cn1cnooc(=O)nn1,31.392,29.27583885192871,32.063408925555294
Oc1cncccnnnc1,31.392,31.964704513549805,34.222756573095246
NC1=NN(N)C(=O)NC1,31.392,28.80231475830078,32.67864134954092
CC1=CCN(C)C=NN1,31.392,33.125743865966804,34.74950619982541
N=C1OCC(CCO)=NO1,31.392,28.633434295654297,35.759007127019736
OC1C=CN=NN=CC=NC1,31.392,31.933624267578125,35.408764594253704
NCC1=NN=C(F)OO1,31.392,29.42820167541504,30.539128778376682
N#Cc1cnc(CN)nn1,31.392,28.300783157348636,33.99344238064506
CC1=CN=NN=CC(O)N=N1,31.392,30.57564353942871,36.119044972981705
NC1=CN=NC(C=O)N=N1,31.392,28.56521034240723,33.127383962411926
NC1=CN=NN=CC(O)C=N1,31.392,29.53927993774414,36.60255105223128
NCc1cnc(F)cn1,31.392,30.978984832763672,31.316410106312066
N=c1nnc(CCO)co1,31.392,28.57041931152344,34.38356477678242
CC1=NC=C(O)C(O)=NO1,31.392,29.00178527832031,33.93022984217842
CC1CC(=O)C(O)C1=N,31.392,30.35371971130371,33.01772332833664
