SMILES,des_cv,pred_cv,jobacks
C=C1CC=CCCNC1=O,30.96,30.300064086914066,36.02916275409254
CC1CCCC(C)O1,30.96,32.23104858398437,35.759008415921066
CCCC12CC1CC2=O,30.96,33.333724975585945,36.28274311124922
CCCC1=NC(O)O1,30.96,29.177398681640625,32.84597861682291
O=C1CN2CCOCCC12,30.96,29.871543884277344,35.80510071897815
COC12OCC1C2=CO,30.96,32.456111907958984,32.83341247212479
CC#CC12CCOC1C2,30.96,31.32744598388672,33.50137695768729
CNC12OCC1C(C)O2,30.96,32.478050231933594,36.0830265695323
O=CCC1CC(O)C1=O,30.96,31.861122131347656,33.6699603658022
CCC1(O)C=CC1C=O,30.96,34.031082153320305,35.55151143081111
OCCC12CCOC1C2,30.96,32.36940383911133,35.785317399341146
OCC12CCCC1CC2,30.96,32.698776245117195,35.97944044180794
C=C1OC(NC=O)C1O,30.96,31.34383773803711,34.08971928720499
O=C1C2CCNC1NCC2,30.96,29.449420928955078,35.275129074297325
O=C1CCCN2C=CC12,30.96,31.79212188720703,30.91626083474779
CCCC1NC(=O)C1=O,30.96,33.893638610839844,34.346013617162136
C#CC(O)C(C#N)C=O,30.96,32.67111587524414,35.10948517417216
O=CC1CCCCC1O,30.96,31.86530685424805,35.73647805096557
CC1CN1C(O)C=O,30.96,29.285076141357425,32.77666071478446
O=CC1CC(CO)C1O,30.96,28.266101837158203,36.12080849284861
CC1NCC2C(O)C2O1,30.96,33.881526947021484,35.00593662977594
O=CC1=CCNC1O,30.96,32.392303466796875,28.15306403757548
O=CC1=CCOCC1,30.96,33.92177963256836,28.878166127600306
CC#CC1C=CC(O)C1,30.96,31.95346450805664,34.79058372022545
CCCC1=C(C)C1,30.96,31.49576187133789,32.92288042811197
CCNC1=CC=C1,30.96,33.040599822998054,28.23414717877433
O=CC1CNC(=O)C1=O,30.96,28.17583084106445,28.80393093411667
O=CC1CC2OCCC12,30.96,30.43817138671875,33.717956270015414
CCC1C2=CC=CC1O2,30.96,30.89884948730469,34.394711005688436
CCC1CCCOC1,30.96,29.49612045288086,35.22810907996223
CCC(=O)C1CC1,30.96,32.51435089111328,29.02835120228668
OC1C2CC=CN1CC2,30.96,30.93217849731445,33.367108961794216
OC1CCCC2CCC12,30.96,33.392860412597656,35.97271591065858
O=CNC12CCCC1C2,30.96,30.004379272460934,33.73316782625492
CC1=CCC2CC2CC1,30.96,31.70974349975586,36.423050265682356
CNC1C(=N)C1O,30.96,27.924339294433594,27.289485847518776
CC1CC2(C)CCC12,30.96,32.852283477783196,34.5197876929369
CCC12CCC1C2O,30.96,31.178016662597656,33.2615930685967
NC(C=O)N(C=O)C=O,30.96,31.164321899414066,35.58831560042218
C1CN2CCC2C2OC12,30.96,31.748722076416016,33.18280339837113
CC1CN2CCOC1C2,30.96,32.04742813110352,36.26539676119472
CC1=NCC2CCC2C1,30.96,31.390613555908203,35.576075360240885
COC1C(=N)C(N)C1=O,30.96,30.83810806274414,34.265923747237885
C#CC1=CCCCC1,30.96,30.778823852539066,31.41789693820858
CC#CC=CC(O)O,30.96,33.13790512084961,32.28532220974067
C#CC1C(O)C1CC#N,30.96,30.44350814819336,35.39850722739473
CCC12C=C1C2N,30.96,32.95123291015625,28.988086157994044
CC#CC1N=C(N)N1,30.96,30.919658660888672,30.20076254733376
Cc1ccnc(=O)o1,30.96,28.41126251220703,27.028483579583902
N=C1NCC(C=O)C1=O,30.96,29.23894500732422,29.122631819826783
O=C1OCC2CC1CN2,30.96,28.594379425048828,31.603384204369615
CC#CC1(C)OC2CC21,30.96,33.774417877197266,35.14390202391057
CCC12C=C(O)C1(C)C2,30.96,33.226634979248054,36.24010337555848
CC1CC2C(C=O)C2O1,30.96,32.025100708007805,35.360481336238685
CCC1C=C1CO,30.96,33.43005752563477,30.638329855561107
C#CC1C(=O)C1C1CN1,30.96,30.46419906616211,31.775988090821187
C#CC1C(C)C1C=N,30.96,31.11100769042969,32.51219383253055
OC1=CC2C(O)CCC12,30.96,31.429485321044922,33.32593462269627
CC1CN2C=C=CC12,30.96,30.803863525390625,31.423641717379567
CC1NCC2C(O)C12,30.96,31.68255615234375,31.951312963072656
CCN1CC(O)C1O,30.96,31.105358123779297,34.30787654459339
OCC12CCCC1CC2,30.96,32.05297088623047,35.97944044180794
CC#CCC=CCO,30.96,32.25212860107422,34.70644819028353
CC12CC1CC1CCC12,30.96,31.57642364501953,35.79756676954784
CC1CNCC2C=CC12,30.96,32.47334671020508,35.20476447336148
O=CNC1CC(O)C1=O,30.96,32.78646469116211,32.37269861816112
OC1C2=CN1CCCC2,30.96,32.304149627685554,33.281839179740395
COOC1C=CN1C=O,30.96,28.267810821533203,33.98438923768279
CC1=C(O)C(C=O)CN1,30.96,30.80514144897461,34.07069176117946
O=C1C2CCCC1OC2,30.96,30.6833610534668,32.216119010880924
CC1CC2CC2(O)C1,30.96,32.253013610839844,32.14996733833224
O=CCC1CC(O)C1,30.96,28.873432159423828,32.4877313417955
O=CNC1CC(O)C1=O,30.96,32.359825134277344,32.37269861816112
CCCC1C=C1CO,30.96,28.85747528076172,36.11032802526007
O=CC12CCOCC1CN2,30.96,31.11013412475586,35.669871935960174
O=CCC=C1C=NOC1,30.96,28.73823165893555,31.97543175051241
CCN1C2CCC21C=O,30.96,29.530498504638672,35.901563908781995
CNC1=NN(O)C=CO1,30.96,31.34342193603516,32.19185662948754
CC1CC(O)CC1C,30.96,31.64049530029297,36.3374619002709
O=C1OCCC(O)C1O,30.96,29.26145172119141,32.892417498581814
CCC1C2(CO2)C12CO2,30.96,32.55621337890625,33.192793755234746
CC#CC(O)C1CC1=O,30.96,33.591171264648445,33.97607729069215
CC1C=CCC2=CC21,30.96,32.983531951904304,30.228461608720732
CCC1CCCC1,30.96,30.26589584350586,32.17348541325896
C=C1CNC(=O)C1CO,30.96,30.760025024414066,33.887336974068155
N=CNC(=O)C(N)CO,30.96,29.313289642333984,35.97447084269131
O=C1C(CCO)=CC1O,30.96,30.96717834472656,33.811110964397656
CCC1CCC1C=O,30.96,32.04279327392578,34.857551696400165
CC#CC(=O)C1CC1,30.96,32.57117462158203,29.846588575727136
CCC1C2CC(O)C12,30.96,32.36012649536133,34.366494267711765
CC1CC=CCCC1,30.96,32.37571334838867,33.58801590490195
CC#CC1CC(O)C1O,30.96,33.76675796508789,35.89750464937113
CC#CC1CC(O)O1,30.96,29.86505889892578,30.958678725586775
O=CC1CC2CCC2C1,30.96,29.713214874267575,35.023705042746656
O=CC1C2CCCCC12,30.96,31.64801025390625,35.023705042746656
CC1=C2C(O)C(C)C12,30.96,33.397167205810554,32.89263782203589
CCC1C2=C1C(N)C2,30.96,33.31669235229492,34.368090014489844
CC1CC(C=O)N1,30.96,29.80815505981445,28.081997952326528
C=C1C2CC1C2CC,30.96,28.017879486083984,34.93841558244047
C=C1NCC2(OC)OC12,30.96,32.37623977661133,33.714805635878015
CCC(=O)CC(N)=O,30.96,32.050880432128906,34.07433969764504
C#CC(O)CC(=N)O,30.96,29.56711196899414,31.99598188048199
CCN1C2=C=CC=C21,30.96,30.46710586547852,30.530511666009296
CC#CC1CC(O)C1O,30.96,33.74318313598633,35.89750464937113
CCC12CCC13OC3C2,30.96,32.22925567626953,34.49854252796596
O=CCC1CC2CC1C2,30.96,31.10273361206055,36.1353307730111
NC1C=CC(C=O)C1=O,30.96,30.301692962646484,32.730469946423455
O=CC1CCC1CO,30.96,30.642955780029297,32.4877313417955
C#CC1CC(=O)N1C=O,30.96,33.43729019165039,32.07191507416558
COC1(N)NC1(C)O,30.96,27.907581329345703,33.34500905818593
O=CC1CCC(=O)C1O,30.96,28.6373291015625,32.55833463553776
CC#CC1=C2CCC12,30.96,33.44851303100586,29.5468987084644
O=CC1C2CCCCC12,30.96,31.368518829345703,35.023705042746656
COC1NC(NO)C1O,30.96,29.703510284423828,36.0806712838379
O=CCC1CC(O)C1=O,30.96,31.3302001953125,33.6699603658022
O=CC1C2CCC1CC2,30.96,29.90885925292969,35.023705042746656
CCC1C2=C1C(C)C2,30.96,32.650802612304695,34.73155884068172
CCC1=NC=CC(F)=NO1,30.96,31.14028549194336,34.73450259920724
CCC1ON2C=CCC12,30.96,29.949054718017575,35.542806273932065
O=CNC1CC2CC2C1,30.96,31.45293426513672,34.83806902537
CNC1=CN=NC(C)=NO1,30.96,30.06371307373047,36.08000434440017
O=CC1COC(=O)C1=O,30.96,28.38984680175781,29.492558503623474
O=CNC1=CC(CO)C1,30.96,31.702655792236328,34.742981764272464
CCC1CC(=O)C(=O)N1,30.96,33.006759643554695,33.23438788689771
O=C1NCCCNC1O,30.96,30.196006774902344,31.627529643081733
N=C1NCN(C=O)C1CO,30.96,27.92800521850586,36.274087385234864
OCC12CCCCC1C2,30.96,31.639080047607425,35.97944044180794
N=c1cccc(O)cc1O,30.96,29.81307983398437,33.98018656875032
OCC1=NC=NC=NC1,30.96,28.571327209472656,30.395566786563858
CCC1C=CCC1C,30.96,32.628108978271484,36.34216670138966
N=CNC1OC(=O)C1O,30.96,29.954872131347656,30.96636259810436
CC#CC(=O)C(C)=N,30.96,33.181777954101555,29.961256662773845
CC12C(=O)C1OC2CN,30.96,30.19466781616211,35.14442484828494
CCC1CC2(C)CC12,30.96,32.61136245727539,35.631413423201344
CCC12CC1C=CN2,30.96,33.20787811279297,30.851116565076335
